StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,"Herramientas que aplicaste como las actividades, reportes, ""quizzes"", dentro de la plataforma de CANVAS en el desarrollo de la experiencia de Servicio Social",Q2_6,Q2_7,Q2_8,Q5,Q9,Q6,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,Q3,Q7,CRN,Nombre de Experiencia,OSF,Periodo,Semana,Tipo de Formato
09/06/22 7:32,09/06/22 7:32,IP Address,200.68.140.34,100,33,True,09/06/22 7:33,R_3P4PiZPMoWPTyVc,@00737,,19.3981,-99.1412,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 3, 3,"
5 Muy Satisfecho", 3,Sí,Sí,Exclernte,"
1 Nada de Acuerdo","
1 Nada de Acuerdo", 4,"
5 Totalmente de Acuerdo",Excelente,Reconocimiento,28083,Best Buddies a Distancia,"Best Buddies de México, A.C",3,1-3,Regular
09/06/22 7:32,09/06/22 7:33,IP Address,131.178.102.204,100,73,True,09/06/22 7:33,R_R9oHKBiXT5Nxo1X,@00738,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,y,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",y,Reconocimiento,28091,Líder Solidario,Dirección de Servicio Social - PASS,3,1-3,Regular
09/06/22 7:32,09/06/22 7:33,IP Address,187.192.24.201,100,77,True,09/06/22 7:33,R_Aur2Ah2C2FQwqPv,@00739,,25.6819,-100.2631,email,ES-ES, 3, 4, 4, 4, 4, 3, 3, 2,Sí,Sí,A, 4, 4, 4, 4,A,Área de oportunidad,28261,Tutorías para defender a la Educación,"Proeducación, I.A.P.",3,1-3,Regular
09/06/22 7:32,09/06/22 7:34,IP Address,131.178.102.152,100,160,True,09/06/22 7:34,R_2OHkWg5sQ2Lfuia,@00740,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho", 4, 4, 4,"
5 Muy Satisfecho",Sí,Sí,Está muy padre la modalidad de talleres, 3,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Fue una experiencia única, muy padre",Reconocimiento,28157,Proyecto 99 Talleres,Proyecto 99,3,1-3,Regular
09/06/22 7:33,09/06/22 7:35,IP Address,131.178.102.140,100,112,True,09/06/22 7:35,R_2P1DRrwlJNmcHWp,@00741,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 3,"
5 Muy Satisfecho", 4,"
5 Muy Satisfecho",Sí,Sí,Hace falta un poco más de organización y comunicación con los alumnos...,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Creo que la principal virtud es ser paciente y ponerse en el lugar de la otra persona.,Reconocimiento,28008,Aprendamos Juntos: Coordinador Académico Matemáticas,Dirección de Servicio Social - Aprendizajes para todos,3,1-3,Regular
09/06/22 7:32,09/06/22 7:35,IP Address,189.175.139.97,100,152,True,09/06/22 7:35,R_2qklBvdtXCecSb8,@00742,,25.7808,-100.3781,email,ES-ES, 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,Todo excelente, 4, 4, 4, 4,,,28025,Convierte tu Cocina en un Biorefinería,"ACS, American Chemical Society Tecnológico de Monterrey",3,1-3,Regular
09/06/22 7:34,09/06/22 7:35,IP Address,189.152.235.186,100,65,True,09/06/22 7:35,R_2WxayiY8JgweTLF,@00743,,25.6802,-100.3065,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Excelente proyecto, un muy buen líder Mauricio.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 4,"
5 Totalmente de Acuerdo",,,28272,Redes sociales para los Guerreros de la Independencia,"Guerreros en la Vida y en la Cancha, A.C.",3,1-3,Regular
09/06/22 7:32,09/06/22 7:35,IP Address,187.161.116.214,100,181,True,09/06/22 7:35,R_1mkgdWbuUioIHHN,@00744,,25.6677,-100.2514,email,ES-ES, 4, 4, 3, 4, 4,"
5 Muy Satisfecho", 4,"
5 Muy Satisfecho",Sí,Sí,Es un muy buen proyecto y se debe dar seguimiento para su buena difusión y mantenimiento ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",El arte como vínculo  para la comunidad es un muy buen proyecto para fomentar otros espacios de reflexión ,Reconocimiento,28112,Mediadores de experiencias de arte contemporáneo,"Laboratorio de Arte, A.C.",3,1-3,Regular
09/06/22 7:32,09/06/22 7:36,IP Address,201.131.0.170,100,242,True,09/06/22 7:36,R_2QuPJpZjWqtLG9f,@00745,,25.7578,-100.4134,email,ES-ES, 4, 4, 4, 3, 4, 3, 4, 4,No,Sí,Ojalá los beneficiarios interactúaran un poco más, 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me da gusto saber que con lo que estudio puedo impactar en la vida de otros,Reconocimiento,28208,Cuenta Conmigo,SACPF - Sociedad de Alumnos de Licenciatura en Contaduría Pública y Finanzas,3,1-3,Regular
09/06/22 7:34,09/06/22 7:36,IP Address,189.211.233.119,100,128,True,09/06/22 7:36,R_2EoRkih9o9jUmZE,@00746,,25.6806,-100.3741,email,ES-ES, 4, 3, 4, 4,"
5 Muy Satisfecho", 3, 3,"
5 Muy Satisfecho",Sí,Sí,"Buena dinámica, pero le falta organización ", 4, 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Deben mejorar un poco más la organización de las actividades, hubo mucha gente con dudas",Área de oportunidad,28261,Tutorías para defender a la Educación,"Proeducación, I.A.P.",3,1-3,Regular
06/06/22 22:04,09/06/22 7:37,IP Address,131.178.102.220,100,207156,True,09/06/22 7:37,R_0riIXE5R1d79CHT,@00747,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Considero que lo que hacen es sumamente importante para todos los involucrados.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Al ver como los niños trataban de aprender los temas que se les enseñaban y de verdad lo entendían, me hizo sentir feliz y tranquilo al saber que existe este proyecto que les brinda ayuda.",Reconocimiento,28091,Líder Solidario,Dirección de Servicio Social - PASS,3,1-3,Regular
09/06/22 7:32,09/06/22 7:37,IP Address,131.178.102.216,100,345,True,09/06/22 7:37,R_TwmsbYiwEBndM5z,@00748,,25.6449,-100.311,email,ES-ES, 2, 2, 2, 2, 2, 2, 2, 2,Sí,Sí,Fue muy interesante sin embargo los viajes fueron pesados de larga duración y además de ser demasiados la higiene y medidas sanitarias por el COVID no fueron aceptables., 4, 3, 3, 4,Fue una experiencia bonita sin embargo consume mucho tiempo el realizar viajes.,Reconocimiento,28114,QUETZAL SERVICIO SOCIAL,CONSEJO NACIONAL MEXICANO DE PUEBLOS ORIGINARIOS Y COMUNIDADES INDIGENAS,3,1-3,Regular
09/06/22 7:39,09/06/22 7:40,IP Address,187.189.165.107,100,58,True,09/06/22 7:40,R_yVlW7QgcdoHEUAV,@00749,,22.1345,-100.9452,email,ES-ES, 4, 4, 4, 4, 4, 3, 4, 3,Sí,Sí,Buena organización., 4, 4, 4, 4,,,28255,directo al corazon,"AMMAC, Alianza de Ministerios de Misericordia, A.C.",3,1-3,Regular
09/06/22 7:35,09/06/22 7:40,IP Address,131.178.102.196,100,347,True,09/06/22 7:40,R_2S0ncKA64apX4kp,@00750,,25.6449,-100.311,email,ES-ES, 3, 2,"
1 Nada Satisfecho","
1 Nada Satisfecho", 3,"
1 Nada Satisfecho", 2, 3,No,No,"Estuvo muy mal organizada. Hubo una sola actividad de acercamiento a la causa social, las demás fueron trabajo intenso y a veces hasta peligroso, como pedirnos ir al centro de Monterrey de 7-10 de la noche o ponernos a pedir dinero con un bote en avenidas en hora pico. Definitivamente debería reconsiderar la planeación. Jamás hubo acuerdo en las horas, no importó que la sesión se empalmara con las clases, así que si no podía asistir era mi responsabilidad ver como le hacía para conectarme porque no había nada que pudieran hacer. ", 3, 2, 2, 2,No la volvería a llevar. ,Área de oportunidad,28289,Adopción y Acogimiento Familiar de México AC.,ABBA | ADOPCIÓN Y ACOGIMIENTO FAMILIAR DE MÉXICO AC,3,1-3,Regular
09/06/22 7:39,09/06/22 7:42,IP Address,131.178.102.216,100,145,True,09/06/22 7:42,R_3KxVTr63wWzornm,@00751,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4,Sí,Sí,Gracias por brindar esta oportunidad,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Es genial tener la oportunidad de ayudar,Área de oportunidad,28049,Programando un México Mejor,"SAITC, Sociedad de Alumnos de Ingeniería en Tecnologías Computacionales",3,1-3,Regular
09/06/22 7:42,09/06/22 7:43,IP Address,131.178.102.132,100,110,True,09/06/22 7:43,R_3QDCyonh4GypufX,@00752,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho", 2, 2,"
5 Muy Satisfecho", 2,"
5 Muy Satisfecho", 2, 4,No,Sí,"Me encantó la participación y ganas de aprender de las alumnas, vale mucho la pena esta causa, pero sería mejor que en lugar de pedir tantos entregables pudiéramos dar más horas de clase que realmente valen la pena","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",no,Área de oportunidad,28047,Niños Regios,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",3,1-3,Regular
09/06/22 7:42,09/06/22 7:44,IP Address,131.178.102.220,100,99,True,09/06/22 7:44,R_25GwD1UTvEpDV25,@00753,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muy padre el proyecto,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 4,Viví una muy buena experiencia ya que creo que mis acciones en realidad ayudaron a la sociedad.,Reconocimiento,28274,A. Transformación Digital - Fundación F21,"Fundación F21, A.C.",3,1-3,Regular
09/06/22 7:45,09/06/22 7:47,IP Address,131.178.102.136,100,114,True,09/06/22 7:47,R_RDpTbZUo35gQxPz,@00754,,25.6449,-100.311,email,ES-ES, 3, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,"El proyecto debería de dar más horas de las que da 
", 4, 4, 4,"
5 Totalmente de Acuerdo",Fue bonito ver la cara de los alumnos cuando por fin entendían un tema. ,Reconocimiento,28053,Mentores Académicos ADUX,Líderes del Mañana,3,1-3,Regular
09/06/22 7:58,09/06/22 8:00,IP Address,189.160.164.227,100,93,True,09/06/22 8:00,R_2TSinS80VBiBjDb,@00755,,25.6631,-100.1859,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Mi servicio con AMMAC fue muy bonito y ayude a gente en situaciones de pobreza y me gustaría poder seguir trabajando con ellos ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,28256,saturday school,"AMMAC, Alianza de Ministerios de Misericordia, A.C.",3,1-3,Regular
09/06/22 7:54,09/06/22 8:00,IP Address,189.159.202.201,100,335,True,09/06/22 8:00,R_2zvV6LHpPXWfmPi,@00756,,25.7797,-100.3077,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"siempre son muy amables contigo al empezar, incluso tambien te guian cuando no sabes que hacer","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Siempre lo considero una experiencia muy satisfactoria ayudar a los demas ,Área de oportunidad,28159,Evaluación del arbolado del Parque Rufino Tamayo,"Patronato del Parque Rufino y Olga Tamayo, A.C. (San pedro parques)",3,1-3,Regular
09/06/22 7:33,09/06/22 8:05,IP Address,131.178.200.61,100,1945,True,09/06/22 8:05,R_0cfS94XqmCKOZep,@00757,,19.4371,-99.0111,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muy buena causa,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Más que el servicio social, mi experiencia en Canvas algunas de las entregas no se han calificado a pesar de faltar poco para calificar el semestre y esas actividades son requisitos para acreditar las horas de servicio social",Reconocimiento,28193,Fondo Anacleto _ Investigación Programas y Asociaciones Donatarias,"FONDEAGG, Fondo Educativo Gral. de Div. Anacleto Guerrero Guajardo, A.C",3,1-3,Regular
06/06/22 16:32,09/06/22 8:16,IP Address,189.152.222.104,100,229401,True,09/06/22 8:16,R_2AXbqYV4cYv3FgO,@00758,,25.6819,-100.2631,email,ES-ES,"
5 Muy Satisfecho", 4, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4,"
5 Muy Satisfecho",Sí,Sí,Fue muy padre trabajar con la comunidad a pesar de la distancia y espero que el próximo semestre pueda darse la interacción presencial. , 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,28205,Avanza,Andar México,3,1-3,Regular
09/06/22 8:15,09/06/22 8:19,IP Address,131.178.102.132,100,224,True,09/06/22 8:19,R_1FqxGDBeX7yioIP,@00759,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",No,Sí,"Me parece un proyecto que aporta temas muy importantes hoy en día no solamente a los niños y a los padres si no también a los jóvenes de mi edad, 22 años.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Me gustó muchísimo la manera en la que me hicieron sentir bienvenida, cambié de tarea una vez y me encantó aprenderme los guiones de los temas para los papás de CREmx. Aprendí muchísimo, me siento muy satisfecha y me encantaría seguir trabajando con ellos en el verano!",Reconocimiento,28284,"Contenido de Valor ""CREando Espacios de Aprendizaje""","Compromiso y Responsabilidad Educativa, ABP",3,1-3,Regular
09/06/22 8:22,09/06/22 8:23,IP Address,131.178.102.200,100,65,True,09/06/22 8:23,R_302Z40JnA4m8KJe,@00760,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Buen servicio social,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gustó mucho,Reconocimiento,28018,Tanetze: creación y operación de su caja de ahorro,EN - Dirección de Programa LAF,3,1-3,Regular
09/06/22 8:23,09/06/22 8:25,IP Address,131.178.102.172,100,126,True,09/06/22 8:25,R_OpOcBupEqmWaDV7,@00761,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Ninguno,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Me gusto ayudar a jóvenes mediante actividades para que entiendan mejor las clases que llevan en su escuela, y con esto puedan seguir estudiando ",Reconocimiento,28121,Educación en acción para comunidades rurales,Pal Sur del Norte,3,1-3,Regular
09/06/22 8:17,09/06/22 8:26,IP Address,131.178.102.132,100,532,True,09/06/22 8:26,R_vuJKK37NhYFr2Lv,@00762,,25.6449,-100.311,email,ES-ES, 4, 4, 3, 3, 3, 4,"
5 Muy Satisfecho", 4,Sí,Sí,"El servicio social me pareció una buena experiencia para desarrollarme, particularmente por la consistencia que hubo en la organización y los desaprendizajes que hice a través de estas 18 semanas", 4, 4,"
5 Totalmente de Acuerdo", 4,"Al ser un servicio social donde se trataba mucho con la obtención de patrocinios, el no poder lograra ningún trato con ellos me llegó a desmotivar. Independientemente de esto, el socio formador me invitó a seguir intentando y esforzándome en el trabajo; de tal manera que no me rendí en mi labor social, pese a estar algo desmotivado",Reconocimiento,28023,Ejercito Lazos,"LAZOS, I.A.P.",3,1-3,Regular
09/06/22 8:26,09/06/22 8:28,IP Address,131.178.102.212,100,161,True,09/06/22 8:28,R_2cCSIEdhP4PDazv,@00763,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muy buena labor de servicio. Es muy inspiradora.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",La verdad fue muy sencillo conseguir a personas con la disposición de ayudar y donar.,Reconocimiento,27945,Juntos Salvamos MÁS Vidas,"Be The Match MX, A.C.",3,1-3,Regular
09/06/22 8:27,09/06/22 8:32,IP Address,187.189.142.27,100,322,True,09/06/22 8:32,R_3DptXaBHjJtuSm7,@00764,,25.6759,-100.3208,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me ha gustado mucho el proyecto,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,28064,Capa x Capa - Mercadotecnia y Creación de Contenido,Capa x Capa,3,1-3,Regular
09/06/22 8:32,09/06/22 8:33,IP Address,131.178.102.212,100,110,True,09/06/22 8:33,R_12Q4Dn65O2Ca76G,@00765,,25.6449,-100.311,email,ES-ES,"
1 Nada Satisfecho","
1 Nada Satisfecho", 2, 3,"
5 Muy Satisfecho", 2, 3, 2,No,Sí,".
","
1 Nada de Acuerdo","
1 Nada de Acuerdo","
1 Nada de Acuerdo", 3,"No ve la utilidad de este servicio social
",Área de oportunidad,28091,Líder Solidario,Dirección de Servicio Social - PASS,3,1-3,Regular
09/06/22 8:32,09/06/22 8:34,IP Address,131.178.102.208,100,95,True,09/06/22 8:34,R_r8sx7F8BTzYtYo9,@00766,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,  Muy buen servicio social, 4,"
5 Totalmente de Acuerdo", 4,"
5 Totalmente de Acuerdo", Los encargados del servicio social son muy atentos y siempre estan al pendiente de ti,Reconocimiento,28275,Aprender a Emprender - fundación F21,"Fundación F21, A.C.",3,1-3,Regular
09/06/22 8:13,09/06/22 8:38,IP Address,131.178.102.132,100,1542,True,09/06/22 8:38,R_2aelpqPCwerHN4S,@00767,,25.6449,-100.311,email,ES-ES, 4, 4, 4, 4, 3, 4, 4, 4,Sí,Sí,N/A,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me agrada que las actividades se relacionan directamente con un ODS.,Reconocimiento,28269,Aprendamos Juntos: Tutor Académico Matématicas,Dirección de Servicio Social - Aprendizajes para todos,3,1-3,Regular
09/06/22 8:38,09/06/22 8:40,IP Address,131.178.102.144,100,90,True,09/06/22 8:40,R_2ROZC9MChmvdnTL,@00768,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Que para los actividades del sábado manden los materiales con mas tiempo se anticipacion.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me sirvio a mejorar como persona.,Reconocimiento,28083,Best Buddies a Distancia,"Best Buddies de México, A.C",3,1-3,Regular
09/06/22 8:42,09/06/22 8:43,IP Address,131.178.102.220,100,71,True,09/06/22 8:43,R_2QM3ZJcGNXrvLUp,@00769,,25.6449,-100.311,email,ES-ES, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me pareció un muy buen servicio social,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Fue una buena experiencia, sin embargo considero que existieron ciertas áreas de oportunidad",Área de oportunidad,28269,Aprendamos Juntos: Tutor Académico Matématicas,Dirección de Servicio Social - Aprendizajes para todos,3,1-3,Regular
09/06/22 8:45,09/06/22 8:49,IP Address,131.178.102.140,100,204,True,09/06/22 8:49,R_bwKVqBUoIWFwGeB,@00770,,25.6449,-100.311,email,ES-ES, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4, 4, 4, 4,No,Sí,Todo perfecto.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 4, 4,Me gusto mucho trabajar y poder enseñarles acerca de matemáticas,,28261,Tutorías para defender a la Educación,"Proeducación, I.A.P.",3,1-3,Regular
09/06/22 8:49,09/06/22 8:50,IP Address,131.178.102.180,100,104,True,09/06/22 8:50,R_xGISfvb9LAAWsbT,@00771,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho", 4, 4,"
5 Muy Satisfecho",Sí,Sí,gracias, 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gustó la OSF que apoyé. Considero que sus objetivos son de alto valor.,Reconocimiento,28091,Líder Solidario,Dirección de Servicio Social - PASS,3,1-3,Regular
09/06/22 8:40,09/06/22 8:55,IP Address,201.173.67.36,100,897,True,09/06/22 8:55,R_2e8pZSykGn5sqMU,@00772,,25.7659,-100.2687,email,ES-ES, 4, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4, 4, 4,Sí,Sí,Me gusta mucho la experiencia de convivir con las beneficiarias, 4, 4, 4, 4,,,28164,Sacbé STEM,Sacbé,3,1-3,Regular
09/06/22 8:54,09/06/22 8:56,IP Address,131.178.102.156,100,126,True,09/06/22 8:56,R_2ust62uS2vJT2Xc,@00773,,25.6449,-100.311,email,ES-ES, 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,Muy padres campañas., 4, 4, 4, 4,Me gustaron las actividades presenciales.,Reconocimiento,28212,#VoluntarioDesdeCasa,Fundacionplan.org | Plan SPAP A.C.,3,1-3,Regular
09/06/22 8:53,09/06/22 8:58,IP Address,131.178.102.204,100,282,True,09/06/22 8:58,R_2wHPPw63yAnKEjH,@00774,,25.6449,-100.311,email,ES-ES, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4, 3, 3, 4,Sí,Sí,Intentar hacer que las niñas se comprometan más a asistir y aprovechar las oportunidades que ofrece WITCODE.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Fue una muy buena experiencia donde logré poner en práctica mis valores y buscar mejorar como persona en cada oportunidad.,Área de oportunidad,28004,WitCode,Women in Tech,3,1-3,Regular
09/06/22 8:55,09/06/22 8:59,IP Address,131.178.102.216,100,263,True,09/06/22 8:59,R_b2XaqqcB5UndyKd,@00775,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 3, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"El poder poner desde ahorita en práctica algo tan relacionado a mi carrera y aparte estarlo aplicando en algo tan útil y con un motivo tan importante que es el sevicio a la comunidad, sin duda alguna se ha convertido en una semilla bastante significativa a que enfoque me gustaría darle a mi carrera en un futuro.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Fue una experiencia bastante distinta a mis servicios pasados al haberlos realizados de forma remota, pero ahora al participar de forma presencial y ver como semana tras semana va impactando a la comunidad de forma inmediata y el apoyo que esta brindando es sin duda alguna la  mejor recompensa",Área de oportunidad,28481,Impulso Urbano,EAAD - Impulso Urbano,3,1-3,Regular
09/06/22 8:58,09/06/22 9:00,IP Address,131.178.102.212,100,155,True,09/06/22 9:00,R_1CIwkqbcryQZQ1E,@00776,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 3,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4,Sí,Sí,Excelente organización de tareas y entregables. Muy buen motivo y objetivo.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Estoy muy feliz que me tocó otra vez este servicio puesto que sentí una clara continuidad al semestre pasado.,Reconocimiento,28162,FrontIR,"SABGB, Sociedad de Alumnos de Licenciatura en Negocios Internacionales",3,1-3,Regular
